Date,Flow,Local,Mainland,Others
12/17/2023,Departure,247464,129683,33876
12/18/2023,Arrival,236541,82480,26911
12/18/2023,Departure,228776,77700,29443
12/19/2023,Arrival,222150,75961,26250
12/19/2023,Departure,229732,76628,29396
12/20/2023,Arrival,218274,80116,36447
12/20/2023,Departure,256368,81625,34996
12/21/2023,Arrival,216041,71989,30626
12/21/2023,Departure,293111,84235,26489
12/22/2023,Arrival,185149,79162,35942
12/22/2023,Departure,344836,71218,23687
12/23/2023,Arrival,194357,161789,41479
12/23/2023,Departure,506953,138800,26569
12/24/2023,Arrival,255370,122451,36175
12/24/2023,Departure,458652,143878,30668
12/25/2023,Arrival,427379,76107,32647
12/25/2023,Departure,362139,86816,33549
12/26/2023,Arrival,509831,62376,31204
12/26/2023,Departure,236944,69744,36037
12/27/2023,Arrival,316352,71651,33624
12/27/2023,Departure,258602,70349,33905
12/28/2023,Arrival,289699,71407,36709
12/28/2023,Departure,251328,69451,33083
12/29/2023,Arrival,290118,84821,41319
12/29/2023,Departure,270367,75017,33885
12/30/2023,Arrival,291777,151428,43502
12/30/2023,Departure,335251,122969,38261
12/31/2023,Arrival,348688,195888,31419
12/31/2023,Departure,294106,132552,30383
1/1/2024,Arrival,396579,86507,20565
1/1/2024,Departure,163655,185457,47430
1/2/2024,Arrival,268043,63228,24538
1/2/2024,Departure,193011,64975,39396
1/3/2024,Arrival,226159,67558,30276
1/3/2024,Departure,202690,63989,35239
1/4/2024,Arrival,212965,65863,27330
1/4/2024,Departure,205707,62895,27585
1/5/2024,Arrival,223146,70489,28405
1/5/2024,Departure,258369,69889,26883
1/6/2024,Arrival,258065,102925,30991
1/6/2024,Departure,319790,93850,29762
1/7/2024,Arrival,353691,93272,26249
1/7/2024,Departure,239050,95713,35575
1/8/2024,Arrival,235614,75599,25472
1/8/2024,Departure,214050,70761,27323
1/9/2024,Arrival,212160,71482,23162
1/9/2024,Departure,208014,72340,24162
1/10/2024,Arrival,212525,73520,24644
1/10/2024,Departure,208286,72819,24957
1/11/2024,Arrival,209235,72680,26338
1/11/2024,Departure,217855,77823,24848
1/12/2024,Arrival,228916,81263,29751
1/12/2024,Departure,278633,79355,26651
1/13/2024,Arrival,267558,129359,31500
1/13/2024,Departure,359698,117017,27562
1/14/2024,Arrival,409002,100867,26837
1/14/2024,Departure,274391,114915,34546
1/15/2024,Arrival,251370,83614,25296
1/15/2024,Departure,220057,78406,27178
1/16/2024,Arrival,221064,80863,24741
1/16/2024,Departure,210404,79773,26128
1/17/2024,Arrival,217557,84484,26448
1/17/2024,Departure,216211,81169,25002
1/18/2024,Arrival,216270,88677,28389
1/18/2024,Departure,226925,85126,23984
1/19/2024,Arrival,238191,90757,32477
1/19/2024,Departure,291257,89926,27047
1/20/2024,Arrival,281988,143847,34148
1/20/2024,Departure,381308,126804,30036
1/21/2024,Arrival,412954,132055,28396
1/21/2024,Departure,266806,131514,36742
1/22/2024,Arrival,248684,104070,26176
1/22/2024,Departure,212108,96706,29173
1/23/2024,Arrival,188856,86041,23661
1/23/2024,Departure,177111,85773,25481
1/24/2024,Arrival,190790,90098,25480
1/24/2024,Departure,188880,91958,24520
1/25/2024,Arrival,198959,100461,29568
1/25/2024,Departure,209327,96990,24508
1/26/2024,Arrival,220534,110245,32798
1/26/2024,Departure,280583,111324,27062
1/27/2024,Arrival,264459,156808,34978
1/27/2024,Departure,356490,143483,32532
1/28/2024,Arrival,385308,145991,27372
1/28/2024,Departure,253846,148975,37513
1/29/2024,Arrival,238220,117104,23360
1/29/2024,Departure,214630,111447,28852
1/30/2024,Arrival,212875,104545,20856
1/30/2024,Departure,208557,108971,26396
1/31/2024,Arrival,217174,109270,22152
1/31/2024,Departure,210472,113333,24265
2/1/2024,Arrival,207227,120651,25521
2/1/2024,Departure,219959,115378,22392
2/2/2024,Arrival,217083,120883,26692
2/2/2024,Departure,268990,123196,23577
2/3/2024,Arrival,248297,154601,31222
2/3/2024,Departure,330903,150189,28337
2/4/2024,Arrival,314244,131252,23926
2/4/2024,Departure,246213,127682,32149
2/5/2024,Arrival,209827,140513,19581
2/5/2024,Departure,220898,139149,24766
2/6/2024,Arrival,187748,132523,18200
2/6/2024,Departure,266736,144020,22055
2/7/2024,Arrival,170338,115432,21195
2/7/2024,Departure,321006,131639,20478
2/8/2024,Arrival,150893,97273,24854
2/8/2024,Departure,335754,104675,18822
2/9/2024,Arrival,107076,69036,25269
2/9/2024,Departure,336207,53648,14201
2/10/2024,Arrival,130156,102154,26044
2/10/2024,Departure,332341,81860,16592
2/11/2024,Arrival,237467,183674,24061
2/11/2024,Departure,365658,152503,23416
2/12/2024,Arrival,368998,185662,22127
2/12/2024,Departure,367505,172363,27377
2/13/2024,Arrival,442734,181265,20611
2/13/2024,Departure,254187,176177,27197
2/14/2024,Arrival,385228,177858,20595
2/14/2024,Departure,237803,184038,25810
2/15/2024,Arrival,328700,168755,22794
2/15/2024,Departure,211648,180880,23508
2/16/2024,Arrival,321922,147041,23348
2/16/2024,Departure,235236,173954,23733
2/17/2024,Arrival,371856,108091,22261
2/17/2024,Departure,276502,142572,25305
2/18/2024,Arrival,437949,87958,19351
2/18/2024,Departure,202751,101647,26094
2/19/2024,Arrival,267147,85924,20946
2/19/2024,Departure,192466,87018,18568
2/20/2024,Arrival,222345,79998,25212
2/20/2024,Departure,189900,81127,21088
2/21/2024,Arrival,208232,78851,26056
2/21/2024,Departure,193612,80658,19191
2/22/2024,Arrival,202476,72800,31204
2/22/2024,Departure,206642,77878,21449
2/23/2024,Arrival,212772,73848,35958
2/23/2024,Departure,265551,82200,25513
2/24/2024,Arrival,274570,96299,36447
2/24/2024,Departure,367953,99904,29706
2/25/2024,Arrival,381456,78340,35923
2/25/2024,Departure,252250,92678,40603
2/26/2024,Arrival,243336,64459,32906
2/26/2024,Departure,210505,56935,34272
2/27/2024,Arrival,218265,63224,29713
2/27/2024,Departure,205840,60300,30215
2/28/2024,Arrival,211304,64344,33876
2/28/2024,Departure,203961,63631,30459
2/29/2024,Arrival,211584,62146,30745
2/29/2024,Departure,212866,63381,28105
3/1/2024,Arrival,212407,68503,33968
3/1/2024,Departure,268757,66935,28624
3/2/2024,Arrival,251438,92708,33844
3/2/2024,Departure,339200,89309,36031
3/3/2024,Arrival,372954,75044,28159
3/3/2024,Departure,256920,86013,40231
3/4/2024,Arrival,229926,63258,29733
3/4/2024,Departure,209879,59857,33597
3/5/2024,Arrival,211185,58057,25890
3/5/2024,Departure,207223,59511,31006
3/6/2024,Arrival,207148,59609,27071
3/6/2024,Departure,207735,58296,27320
3/7/2024,Arrival,209825,61408,30325
3/7/2024,Departure,223738,58705,26496
3/8/2024,Arrival,237061,82603,34320
3/8/2024,Departure,297874,73437,28769
3/9/2024,Arrival,281506,104370,35798
3/9/2024,Departure,370053,101638,29819
3/10/2024,Arrival,397837,76059,34530
3/10/2024,Departure,260654,90985,41996
3/11/2024,Arrival,224638,58951,27995
3/11/2024,Departure,202292,56159,30782
3/12/2024,Arrival,223802,68089,24390
3/12/2024,Departure,221250,66071,26357
3/13/2024,Arrival,215549,69901,29907
3/13/2024,Departure,219841,65840,26223
3/14/2024,Arrival,217877,66707,28571
3/14/2024,Departure,231182,66729,27802
3/15/2024,Arrival,237755,76868,35343
3/15/2024,Departure,296522,75385,32266
3/16/2024,Arrival,283358,129751,34703
3/16/2024,Departure,383158,116535,30653
3/17/2024,Arrival,427360,94318,30002
3/17/2024,Departure,289148,111233,39825
3/18/2024,Arrival,249604,77479,28799
3/18/2024,Departure,223170,72015,30455
3/19/2024,Arrival,217492,68751,25442
3/19/2024,Departure,215909,68534,26254
3/20/2024,Arrival,219732,74958,27170
3/20/2024,Departure,226194,73205,29796
3/21/2024,Arrival,222662,73509,28038
3/21/2024,Departure,238690,74348,26417
3/22/2024,Arrival,242458,91265,32848
3/22/2024,Departure,305280,79990,28227
3/23/2024,Arrival,285645,136537,32861
3/23/2024,Departure,400455,123910,28440
3/24/2024,Arrival,398245,100426,30455
3/24/2024,Departure,291613,123398,34100
3/25/2024,Arrival,251361,77489,25768
3/25/2024,Departure,255383,79494,30795
3/26/2024,Arrival,236614,74372,28746
3/26/2024,Departure,277785,76083,24923
3/27/2024,Arrival,235360,73514,30703
3/27/2024,Departure,332631,77352,24970
3/28/2024,Arrival,230751,71288,30812
3/28/2024,Departure,525772,83079,29974
3/29/2024,Arrival,269166,66726,34326
3/29/2024,Departure,700808,68944,25858
3/30/2024,Arrival,357733,105250,30801
3/30/2024,Departure,453946,96745,31583
3/31/2024,Arrival,515598,68274,24871
3/31/2024,Departure,358300,89416,37357
4/1/2024,Arrival,527673,49699,20422
4/1/2024,Departure,246369,51398,29297
4/2/2024,Arrival,327702,56253,24166
4/2/2024,Departure,266604,56840,24161
4/3/2024,Arrival,284708,67332,27456
4/3/2024,Departure,340980,55300,24152
4/4/2024,Arrival,412582,154815,31560
4/4/2024,Departure,284859,108442,22555
4/5/2024,Arrival,335407,141776,31561
4/5/2024,Departure,254321,151371,23629
4/6/2024,Arrival,347566,65371,28379
4/6/2024,Departure,299236,101971,28028
4/7/2024,Arrival,478420,60313,24605
4/7/2024,Departure,231582,56266,35052
4/8/2024,Arrival,284424,69565,28436
4/8/2024,Departure,224088,57404,31383
4/9/2024,Arrival,236837,69458,28646
4/9/2024,Departure,216151,64989,27191
4/10/2024,Arrival,229758,82393,36515
4/10/2024,Departure,226525,71750,31888
4/11/2024,Arrival,222602,86885,33482
4/11/2024,Departure,232511,77778,30189
4/12/2024,Arrival,241301,94878,39302
4/12/2024,Departure,309265,94186,30535
4/13/2024,Arrival,298754,134198,37935
4/13/2024,Departure,409737,131445,35041
4/14/2024,Arrival,440641,97602,33761
4/14/2024,Departure,282639,118088,44736
4/15/2024,Arrival,261911,80268,30219
4/15/2024,Departure,229132,73689,38434
4/16/2024,Arrival,227777,73738,25709
4/16/2024,Departure,222904,78889,32714
4/17/2024,Arrival,223483,78397,29231
4/17/2024,Departure,225735,72877,29597
4/18/2024,Arrival,220492,74508,31379
4/18/2024,Departure,228622,72738,27327
4/19/2024,Arrival,236087,81145,38978
4/19/2024,Departure,301085,80814,33130
4/20/2024,Arrival,286275,110657,35173
4/20/2024,Departure,396246,106414,32815
4/21/2024,Arrival,388109,71372,30662
4/21/2024,Departure,231491,89313,37832
4/22/2024,Arrival,239502,67970,30274
4/22/2024,Departure,208173,63702,33639
4/23/2024,Arrival,187684,57593,23108
4/23/2024,Departure,183757,60017,29822
4/24/2024,Arrival,214126,67500,30977
4/24/2024,Departure,216801,65926,28720
4/25/2024,Arrival,208099,61014,28204
4/25/2024,Departure,217441,62020,27886
4/26/2024,Arrival,215383,69552,34669
4/26/2024,Departure,273269,70850,27542
4/27/2024,Arrival,281642,84839,37757
4/27/2024,Departure,386565,85116,29069
4/28/2024,Arrival,414939,76564,29275
4/28/2024,Departure,269606,70564,35947
4/29/2024,Arrival,259352,85433,23820
4/29/2024,Departure,233214,76590,30298
4/30/2024,Arrival,231031,110695,24233
4/30/2024,Departure,270578,90539,29526
5/1/2024,Arrival,258802,181400,27406
5/1/2024,Departure,195355,119789,25212
5/2/2024,Arrival,191598,191652,25318
5/2/2024,Departure,179232,174009,22840
5/3/2024,Arrival,190840,189074,31865
5/3/2024,Departure,241295,208862,23566
5/4/2024,Arrival,198544,113797,27529
5/4/2024,Departure,276940,169483,27300
5/5/2024,Arrival,353032,90256,25551
5/5/2024,Departure,255422,136136,37538
5/6/2024,Arrival,238825,77863,23191
5/6/2024,Departure,229585,75005,30747
5/7/2024,Arrival,218069,72713,20518
5/7/2024,Departure,226200,66295,20928
5/8/2024,Arrival,215015,65274,22757
5/8/2024,Departure,229740,62512,20152
5/9/2024,Arrival,222986,70404,23768
5/9/2024,Departure,240536,67553,20470
5/10/2024,Arrival,238766,61630,26402
5/10/2024,Departure,308725,74844,22985
5/11/2024,Arrival,292120,65067,27182
5/11/2024,Departure,433875,67463,24382
5/12/2024,Arrival,461922,78356,22852
5/12/2024,Departure,306474,77469,30669
5/13/2024,Arrival,241928,65406,22116
5/13/2024,Departure,241049,59656,23784
5/14/2024,Arrival,234621,63475,21076
5/14/2024,Departure,317432,64742,22112
5/15/2024,Arrival,444374,62012,24908
5/15/2024,Departure,390088,56584,23886
5/16/2024,Arrival,246753,72317,23763
5/16/2024,Departure,239061,69229,20474
5/17/2024,Arrival,246090,81297,28001
5/17/2024,Departure,304756,75732,23306
5/18/2024,Arrival,299172,121025,28418
5/18/2024,Departure,398064,112226,26089
5/19/2024,Arrival,433744,74624,22192
5/19/2024,Departure,266400,100376,30380
5/20/2024,Arrival,253480,62531,21782
5/20/2024,Departure,221641,58670,23531
5/21/2024,Arrival,213045,58279,21208
5/21/2024,Departure,201333,56628,22038
5/22/2024,Arrival,215634,61803,24545
5/22/2024,Departure,216188,60702,21830
5/23/2024,Arrival,218549,61722,25234
5/23/2024,Departure,229141,59686,21204
5/24/2024,Arrival,226819,79234,28918
5/24/2024,Departure,282117,69925,23050
5/25/2024,Arrival,282424,109181,30739
5/25/2024,Departure,383360,96714,26950
5/26/2024,Arrival,413172,87619,26407
5/26/2024,Departure,279868,106961,32652
5/27/2024,Arrival,253207,62465,24920
5/27/2024,Departure,229918,68133,26003
5/28/2024,Arrival,226826,58913,21321
5/28/2024,Departure,220435,59854,23726
5/29/2024,Arrival,229846,61275,22496
5/29/2024,Departure,228336,61592,23257
5/30/2024,Arrival,228043,60098,23438
5/30/2024,Departure,234562,62144,24123
5/31/2024,Arrival,223121,65130,27089
5/31/2024,Departure,269843,62722,23914
6/1/2024,Arrival,243786,86990,29462
6/1/2024,Departure,328966,76980,24497
6/2/2024,Arrival,382433,71927,23915
6/2/2024,Departure,260999,88660,30120
6/3/2024,Arrival,233453,57936,22017
6/3/2024,Departure,214165,55468,26397
6/4/2024,Arrival,218013,54406,18963
6/4/2024,Departure,215415,54506,21825
6/5/2024,Arrival,220258,57681,23607
6/5/2024,Departure,226985,56916,22097
6/6/2024,Arrival,221256,66404,27525
6/6/2024,Departure,244678,61030,21734
6/7/2024,Arrival,240557,80850,31185
6/7/2024,Departure,362777,71156,22787
6/8/2024,Arrival,269285,136387,34092
6/8/2024,Departure,521759,108826,26616
6/9/2024,Arrival,374698,116455,25871
6/9/2024,Departure,418718,126891,32576
6/10/2024,Arrival,569127,77868,22128
6/10/2024,Departure,229638,113853,32688
6/11/2024,Arrival,298961,64094,21794
6/11/2024,Departure,233682,61210,24248
6/12/2024,Arrival,241178,66269,24334
6/12/2024,Departure,231494,59328,22521
6/13/2024,Arrival,233227,67586,25361
6/13/2024,Departure,234557,62164,21208
6/14/2024,Arrival,225515,69617,30398
6/14/2024,Departure,278529,68986,23557
6/15/2024,Arrival,267250,97262,30931
6/15/2024,Departure,355814,83835,26161
6/16/2024,Arrival,409087,73445,26127
6/16/2024,Departure,281204,88453,31370
6/17/2024,Arrival,255990,68885,25998
6/17/2024,Departure,244651,68953,29272
6/18/2024,Arrival,240555,65083,24376
6/18/2024,Departure,235221,64255,26011
6/19/2024,Arrival,236949,66797,26892
6/19/2024,Departure,239927,64259,25018
6/20/2024,Arrival,231765,67985,26373
6/20/2024,Departure,243223,67196,23189
6/21/2024,Arrival,248879,76019,29505
6/21/2024,Departure,313880,75121,25806
6/22/2024,Arrival,310203,110155,30824
6/22/2024,Departure,421485,103833,28513
6/23/2024,Arrival,449172,88780,26583
6/23/2024,Departure,300846,99424,34029
6/24/2024,Arrival,267150,71318,26262
6/24/2024,Departure,241567,68350,28858
6/25/2024,Arrival,237273,67989,23692
6/25/2024,Departure,235865,65960,25334
6/26/2024,Arrival,235519,71527,24725
6/26/2024,Departure,241867,68016,25709
6/27/2024,Arrival,235085,71672,25328
6/27/2024,Departure,263179,71205,24761
6/28/2024,Arrival,251057,75632,28958
6/28/2024,Departure,368698,76569,24343
6/29/2024,Arrival,276317,107545,30146
6/29/2024,Departure,553511,101655,27332
6/30/2024,Arrival,414288,85600,25076
6/30/2024,Departure,483517,99707,32575
7/1/2024,Arrival,637272,74924,21887
7/1/2024,Departure,232076,67894,24263
7/2/2024,Arrival,284288,75189,21856
7/2/2024,Departure,225465,70306,23025
7/3/2024,Arrival,243487,72799,23972
7/3/2024,Departure,232966,71010,22744
7/4/2024,Arrival,234319,75382,25269
7/4/2024,Departure,234029,71584,22958
7/5/2024,Arrival,246464,82092,28273
7/5/2024,Departure,296329,80352,24705
7/6/2024,Arrival,286994,124982,28266
7/6/2024,Departure,374058,112857,26888
7/7/2024,Arrival,417933,103499,25975
7/7/2024,Departure,291580,111803,31923
7/8/2024,Arrival,268381,91891,24141
7/8/2024,Departure,240375,82956,25737
7/9/2024,Arrival,240169,88453,22565
7/9/2024,Departure,231488,84327,23837
7/10/2024,Arrival,236005,91854,23246
7/10/2024,Departure,238553,88269,23455
7/11/2024,Arrival,234492,90151,24813
7/11/2024,Departure,249247,92730,23189
7/12/2024,Arrival,242413,95912,27225
7/12/2024,Departure,318740,93831,23189
7/13/2024,Arrival,298341,141239,29122
7/13/2024,Departure,433851,129100,25828
7/14/2024,Arrival,427878,123727,24894
7/14/2024,Departure,307710,134349,31073
7/15/2024,Arrival,278757,102303,24347
7/15/2024,Departure,256605,97934,27177
7/16/2024,Arrival,241648,99522,21790
7/16/2024,Departure,250924,93449,22232
7/17/2024,Arrival,237922,98684,22645
7/17/2024,Departure,261163,96123,22605
7/18/2024,Arrival,236562,95316,23834
7/18/2024,Departure,265016,99106,21985
7/19/2024,Arrival,243533,102859,27478
7/19/2024,Departure,317443,105141,23564
7/20/2024,Arrival,296280,146903,30655
7/20/2024,Departure,427973,138222,25580
7/21/2024,Arrival,436273,124229,25570
7/21/2024,Departure,316122,136290,31233
7/22/2024,Arrival,280748,101987,24684
7/22/2024,Departure,255503,98681,27995
7/23/2024,Arrival,252202,102302,23642
7/23/2024,Departure,248778,95994,23621
7/24/2024,Arrival,249566,103242,24870
7/24/2024,Departure,256185,101742,23416
7/25/2024,Arrival,244491,98160,24810
7/25/2024,Departure,260398,101944,23838
7/26/2024,Arrival,246317,106386,29400
7/26/2024,Departure,308075,101653,25445
7/27/2024,Arrival,282263,128629,31651
7/27/2024,Departure,402923,125329,26385
7/28/2024,Arrival,419685,109223,26575
7/28/2024,Departure,290177,122817,31494
7/29/2024,Arrival,292514,99769,24651
7/29/2024,Departure,248304,99239,30239
7/30/2024,Arrival,254304,94479,22392
7/30/2024,Departure,239548,94902,26017
7/31/2024,Arrival,249138,93019,22338
7/31/2024,Departure,240728,92394,24365
8/1/2024,Arrival,245083,107563,25190
8/1/2024,Departure,265864,96452,22635
8/2/2024,Arrival,253635,117469,27415
8/2/2024,Departure,319938,108020,23716
8/3/2024,Arrival,312795,172324,28716
8/3/2024,Departure,437729,155582,26613
8/4/2024,Arrival,464574,148402,24300
8/4/2024,Departure,320923,163117,30931
8/5/2024,Arrival,298427,120769,23200
8/5/2024,Departure,252346,117646,24398
8/6/2024,Arrival,255454,110768,21809
8/6/2024,Departure,236384,110868,22912
8/7/2024,Arrival,255752,111253,23175
8/7/2024,Departure,252447,112073,22517
8/8/2024,Arrival,254656,114203,25835
8/8/2024,Departure,262489,113437,22004
8/9/2024,Arrival,262696,115124,28713
8/9/2024,Departure,323000,116829,22848
8/10/2024,Arrival,318680,167852,30220
8/10/2024,Departure,441012,157853,25758
8/11/2024,Arrival,482382,139572,25937
8/11/2024,Departure,320079,158292,31906
8/12/2024,Arrival,313515,115763,24718
8/12/2024,Departure,249652,111497,28518
8/13/2024,Arrival,273950,113099,24091
8/13/2024,Departure,242121,111581,25441
8/14/2024,Arrival,258921,106096,25881
8/14/2024,Departure,247961,109266,23927
8/15/2024,Arrival,247775,102152,28402
8/15/2024,Departure,250694,108219,24092
8/16/2024,Arrival,259670,107902,29672
8/16/2024,Departure,313538,110255,25139
8/17/2024,Arrival,286047,131676,27729
8/17/2024,Departure,386122,125460,28892
8/18/2024,Arrival,450611,122840,24924
8/18/2024,Departure,311013,133728,33217
8/19/2024,Arrival,298058,102283,24678
8/19/2024,Departure,251898,101639,26347
8/20/2024,Arrival,262895,106184,22087
8/20/2024,Departure,241740,101423,23831
8/21/2024,Arrival,254839,99391,22930
8/21/2024,Departure,248289,97706,23225
8/22/2024,Arrival,262294,113723,29012
8/22/2024,Departure,267756,108367,23543
8/23/2024,Arrival,275095,130067,29122
8/23/2024,Departure,333641,122120,25103
8/24/2024,Arrival,333545,165775,30438
8/24/2024,Departure,463032,163436,27214
8/25/2024,Arrival,506240,142357,26173
8/25/2024,Departure,343701,161216,33159
8/26/2024,Arrival,332418,111023,24192
8/26/2024,Departure,267362,112781,28898
8/27/2024,Arrival,284294,101134,21252
8/27/2024,Departure,256180,106366,24294
8/28/2024,Arrival,278819,94064,21594
8/28/2024,Departure,262151,103494,23348
8/29/2024,Arrival,280580,83386,22738
8/29/2024,Departure,263880,95396,22317
8/30/2024,Arrival,291594,82869,25954
8/30/2024,Departure,326361,93449,22320
8/31/2024,Arrival,361013,100920,26069
8/31/2024,Departure,418234,107441,24773
9/1/2024,Arrival,469075,78534,23452
9/1/2024,Departure,279194,91022,28507
9/2/2024,Arrival,256498,64134,23601
9/2/2024,Departure,231425,58650,20981
9/3/2024,Arrival,226759,62550,24442
9/3/2024,Departure,229824,58605,21301
9/4/2024,Arrival,223655,62743,21195
9/4/2024,Departure,229412,62839,20084
9/5/2024,Arrival,159007,54485,20018
9/5/2024,Departure,193940,59583,19415
9/6/2024,Arrival,136398,38961,20378
9/6/2024,Departure,181697,39504,20243
9/7/2024,Arrival,281048,75739,26433
9/7/2024,Departure,383443,73299,26782
9/8/2024,Arrival,431356,80750,23544
9/8/2024,Departure,286916,86483,29598
9/9/2024,Arrival,271301,69492,21778
9/9/2024,Departure,248727,61332,21967
9/10/2024,Arrival,244856,68081,21353
9/10/2024,Departure,242805,64450,21793
9/11/2024,Arrival,244612,64767,24429
9/11/2024,Departure,242929,66093,23185
9/12/2024,Arrival,243398,62427,24510
9/12/2024,Departure,254281,66642,21601
9/13/2024,Arrival,253388,67771,32636
9/13/2024,Departure,340354,73140,23796
9/14/2024,Arrival,300495,78555,40437
9/14/2024,Departure,428537,68687,26749
9/15/2024,Arrival,443760,141274,34931
9/15/2024,Departure,286919,111091,32047
9/16/2024,Arrival,253601,140370,29853
9/16/2024,Departure,235648,145855,32062
9/17/2024,Arrival,179167,68444,25928
9/17/2024,Departure,295483,103093,32248
9/18/2024,Arrival,401639,58189,26991
9/18/2024,Departure,299723,53154,26862
9/19/2024,Arrival,259242,69488,24425
9/19/2024,Departure,247859,62295,24151
9/20/2024,Arrival,242126,70070,26831
9/20/2024,Departure,309763,69528,25474
9/21/2024,Arrival,275549,96500,29049
9/21/2024,Departure,378387,89102,29546
9/22/2024,Arrival,428895,83111,25879
9/22/2024,Departure,267833,93684,36568
9/23/2024,Arrival,272746,69506,23967
9/23/2024,Departure,241847,65520,29322
9/24/2024,Arrival,233228,64488,23027
9/24/2024,Departure,227330,63120,24924
9/25/2024,Arrival,240862,67320,22518
9/25/2024,Departure,242572,67031,23170
9/26/2024,Arrival,248590,67223,23593
9/26/2024,Departure,259692,74076,23570
9/27/2024,Arrival,262011,72929,27324
9/27/2024,Departure,338171,77224,23620
9/28/2024,Arrival,300917,101077,30440
9/28/2024,Departure,436094,98940,26914
9/29/2024,Arrival,446651,78483,23494
9/29/2024,Departure,308777,71745,31306
9/30/2024,Arrival,289601,116440,21831
9/30/2024,Departure,276846,86280,23498
10/1/2024,Arrival,321017,221644,22928
10/1/2024,Departure,200307,144136,21143
10/2/2024,Arrival,225466,218082,23216
10/2/2024,Departure,189779,198259,21383
10/3/2024,Arrival,207067,196396,24366
10/3/2024,Departure,212363,200228,20280
10/4/2024,Arrival,218217,184193,25782
10/4/2024,Departure,284770,202438,22530
10/5/2024,Arrival,272788,160384,26241
10/5/2024,Departure,374744,195981,25786
10/6/2024,Arrival,386298,129545,22989
10/6/2024,Departure,275440,174624,30992
10/7/2024,Arrival,245524,106324,20056
10/7/2024,Departure,246956,141424,23828
10/8/2024,Arrival,242030,75072,21742
10/8/2024,Departure,260137,76438,21203
10/9/2024,Arrival,243413,68216,28827
10/9/2024,Departure,271964,65693,21078
10/10/2024,Arrival,247639,70053,34011
10/10/2024,Departure,479606,70049,21736
10/11/2024,Arrival,390884,56378,38025
10/11/2024,Departure,598677,57276,26355
10/12/2024,Arrival,390635,77722,38241
10/12/2024,Departure,346937,70898,32194
10/13/2024,Arrival,568415,90725,28575
10/13/2024,Departure,225260,85903,40250
10/14/2024,Arrival,309037,79197,29845
10/14/2024,Departure,255139,75580,39589
10/15/2024,Arrival,263060,70076,28439
10/15/2024,Departure,248076,69271,31213
10/16/2024,Arrival,251944,74274,28736
10/16/2024,Departure,247916,77714,28493
10/17/2024,Arrival,248996,72375,32629
10/17/2024,Departure,258013,67657,26972
10/18/2024,Arrival,267380,81571,36945
10/18/2024,Departure,333501,78139,29178
10/19/2024,Arrival,320534,129272,39891
10/19/2024,Departure,434886,117822,34540
10/20/2024,Arrival,459540,96240,33809
10/20/2024,Departure,304441,111446,42513
10/21/2024,Arrival,289156,74527,30780
10/21/2024,Departure,256314,75325,33577
10/22/2024,Arrival,253477,69659,28037
10/22/2024,Departure,246081,67421,31131
10/23/2024,Arrival,254472,72374,34947
10/23/2024,Departure,251520,72075,33420
10/24/2024,Arrival,255186,74798,32589
10/24/2024,Departure,265460,75730,29190
10/25/2024,Arrival,270946,78292,38905
10/25/2024,Departure,335183,77841,33583
10/26/2024,Arrival,313054,123778,41059
10/26/2024,Departure,412707,111492,33665
10/27/2024,Arrival,452157,93506,34856
10/27/2024,Departure,289145,101612,39253
10/28/2024,Arrival,288729,79006,31763
10/28/2024,Departure,255085,75455,32618
10/29/2024,Arrival,258620,74341,29121
10/29/2024,Departure,247619,76657,29839
10/30/2024,Arrival,256816,70240,33020
10/30/2024,Departure,249527,77268,33176
10/31/2024,Arrival,252017,68548,33207
10/31/2024,Departure,257726,68799,30435
11/1/2024,Arrival,260281,71743,38149
11/1/2024,Departure,352052,74817,32677
11/2/2024,Arrival,320136,115677,39532
11/2/2024,Departure,441306,111351,36806
11/3/2024,Arrival,473606,82339,33223
11/3/2024,Departure,295281,95325,43388
11/4/2024,Arrival,291958,70163,32849
11/4/2024,Departure,254754,61145,39583
11/5/2024,Arrival,253511,65404,29510
11/5/2024,Departure,250575,62799,30276
11/6/2024,Arrival,250225,74565,30476
11/6/2024,Departure,250719,72723,28561
11/7/2024,Arrival,253718,68729,32397
11/7/2024,Departure,271267,68783,27165
11/8/2024,Arrival,270058,76028,37302
11/8/2024,Departure,355468,76694,32465
11/9/2024,Arrival,316918,119807,36531
11/9/2024,Departure,442204,112628,32653
11/10/2024,Arrival,475212,95662,33935
11/10/2024,Departure,308247,105075,42142
11/11/2024,Arrival,299248,75803,33201
11/11/2024,Departure,261656,68830,35089
11/12/2024,Arrival,265596,73580,31211
11/12/2024,Departure,254174,70795,28678
11/13/2024,Arrival,245382,70951,32325
11/13/2024,Departure,248396,71787,28266
11/14/2024,Arrival,191877,61137,29610
11/14/2024,Departure,196027,65191,27290
11/15/2024,Arrival,254834,80094,40182
11/15/2024,Departure,337543,77669,37626
11/16/2024,Arrival,317261,133808,38209
11/16/2024,Departure,441893,122487,37485
11/17/2024,Arrival,472789,99272,32752
11/17/2024,Departure,297315,112693,42134
11/18/2024,Arrival,304807,83547,31803
11/18/2024,Departure,261322,79949,35527
11/19/2024,Arrival,240814,67077,26836
11/19/2024,Departure,231526,68518,28993
11/20/2024,Arrival,226977,64176,28869
11/20/2024,Departure,226722,64835,28097
11/21/2024,Arrival,243961,66717,33848
11/21/2024,Departure,261801,68178,28880
11/22/2024,Arrival,273663,86557,39048
