Date,Flow,Local,Mainland,Others
1/12/2022,Arrival,1648,193,26
1/12/2022,Departure,2451,193,50
1/13/2022,Arrival,1238,229,26
1/13/2022,Departure,2174,202,34
1/14/2022,Arrival,1765,194,59
1/14/2022,Departure,2872,269,64
1/15/2022,Arrival,1946,230,56
1/15/2022,Departure,2408,244,66
1/16/2022,Arrival,2081,258,28
1/16/2022,Departure,2558,213,87
1/17/2022,Arrival,1230,132,31
1/17/2022,Departure,1975,192,59
1/18/2022,Arrival,1195,171,25
1/18/2022,Departure,1853,161,42
1/19/2022,Arrival,1471,175,34
1/19/2022,Departure,1891,145,55
1/20/2022,Arrival,1601,242,35
1/20/2022,Departure,1234,117,36
1/21/2022,Arrival,2223,208,22
1/21/2022,Departure,2312,206,63
1/22/2022,Arrival,2081,261,29
1/22/2022,Departure,1842,189,34
1/23/2022,Arrival,1904,230,36
1/23/2022,Departure,2595,187,65
1/24/2022,Arrival,1246,148,24
1/24/2022,Departure,1695,168,46
1/25/2022,Arrival,1585,151,35
1/25/2022,Departure,1765,149,41
1/26/2022,Arrival,2227,181,35
1/26/2022,Departure,1877,152,42
1/27/2022,Arrival,1855,200,29
1/27/2022,Departure,1195,111,48
1/28/2022,Arrival,2087,200,37
1/28/2022,Departure,1790,133,48
1/29/2022,Arrival,1426,192,35
1/29/2022,Departure,1459,115,35
1/30/2022,Arrival,1272,151,27
1/30/2022,Departure,2279,140,55
1/31/2022,Arrival,375,58,32
1/31/2022,Departure,1365,97,29
2/1/2022,Arrival,235,30,17
2/1/2022,Departure,1435,144,22
2/2/2022,Arrival,623,47,32
2/2/2022,Departure,1917,196,41
2/3/2022,Arrival,559,53,22
2/3/2022,Departure,1945,201,35
2/4/2022,Arrival,565,99,20
2/4/2022,Departure,2256,252,42
2/5/2022,Arrival,873,93,15
2/5/2022,Departure,2511,291,33
2/6/2022,Arrival,1995,112,43
2/6/2022,Departure,3236,330,72
2/7/2022,Arrival,1029,69,30
2/7/2022,Departure,2288,268,39
2/8/2022,Arrival,758,68,20
2/8/2022,Departure,3010,417,47
2/9/2022,Arrival,1141,51,24
2/9/2022,Departure,3167,379,43
2/10/2022,Arrival,979,68,40
2/10/2022,Departure,2479,233,55
2/11/2022,Arrival,795,35,23
2/11/2022,Departure,2540,210,43
2/12/2022,Arrival,647,61,27
2/12/2022,Departure,3113,160,47
2/13/2022,Arrival,1175,61,26
2/13/2022,Departure,4134,195,57
2/14/2022,Arrival,679,35,18
2/14/2022,Departure,3000,190,14
2/15/2022,Arrival,781,27,15
2/15/2022,Departure,3490,210,38
2/16/2022,Arrival,1077,38,39
2/16/2022,Departure,3889,237,55
2/17/2022,Arrival,559,55,17
2/17/2022,Departure,3536,249,45
2/18/2022,Arrival,600,38,30
2/18/2022,Departure,3276,243,43
2/19/2022,Arrival,782,48,14
2/19/2022,Departure,3909,307,29
2/20/2022,Arrival,695,37,21
2/20/2022,Departure,4236,256,51
2/21/2022,Arrival,370,30,20
2/21/2022,Departure,3273,255,36
2/22/2022,Arrival,442,30,8
2/22/2022,Departure,3731,287,39
2/23/2022,Arrival,824,17,27
2/23/2022,Departure,3441,271,36
2/24/2022,Arrival,346,59,20
2/24/2022,Departure,3086,258,40
2/25/2022,Arrival,347,58,13
2/25/2022,Departure,3069,255,20
2/26/2022,Arrival,643,21,8
2/26/2022,Departure,3451,200,21
2/27/2022,Arrival,664,54,13
2/27/2022,Departure,3922,285,29
2/28/2022,Arrival,466,31,5
2/28/2022,Departure,2604,223,17
3/1/2022,Arrival,394,34,13
3/1/2022,Departure,3496,204,31
3/2/2022,Arrival,728,18,24
3/2/2022,Departure,4181,235,48
3/3/2022,Arrival,498,17,27
3/3/2022,Departure,3135,191,52
3/4/2022,Arrival,290,83,4
3/4/2022,Departure,3634,219,40
3/5/2022,Arrival,341,23,14
3/5/2022,Departure,3194,196,24
3/6/2022,Arrival,788,26,17
3/6/2022,Departure,4838,199,45
3/7/2022,Arrival,347,9,13
3/7/2022,Departure,2147,103,30
3/8/2022,Arrival,226,20,15
3/8/2022,Departure,2588,128,23
3/9/2022,Arrival,527,14,22
3/9/2022,Departure,4043,137,57
3/10/2022,Arrival,407,11,17
3/10/2022,Departure,2826,169,42
3/11/2022,Arrival,502,43,19
3/11/2022,Departure,2858,118,47
3/12/2022,Arrival,272,20,9
3/12/2022,Departure,2511,111,42
3/13/2022,Arrival,420,22,10
3/13/2022,Departure,3282,106,43
3/14/2022,Arrival,302,50,13
3/14/2022,Departure,2257,99,33
3/15/2022,Arrival,617,23,16
3/15/2022,Departure,2589,124,30
3/16/2022,Arrival,894,19,11
3/16/2022,Departure,3216,119,42
3/17/2022,Arrival,222,13,6
3/17/2022,Departure,2332,134,28
3/18/2022,Arrival,651,26,23
3/18/2022,Departure,2333,130,36
3/19/2022,Arrival,606,27,24
3/19/2022,Departure,2204,101,34
3/20/2022,Arrival,404,23,8
3/20/2022,Departure,2711,104,53
3/21/2022,Arrival,286,15,9
3/21/2022,Departure,1239,78,27
3/22/2022,Arrival,406,23,9
3/22/2022,Departure,1419,67,17
3/23/2022,Arrival,702,17,7
3/23/2022,Departure,2013,98,35
3/24/2022,Arrival,330,12,12
3/24/2022,Departure,2301,109,20
3/25/2022,Arrival,567,30,20
3/25/2022,Departure,2405,102,39
3/26/2022,Arrival,521,68,8
3/26/2022,Departure,2041,118,22
3/27/2022,Arrival,966,30,10
3/27/2022,Departure,2540,90,37
3/28/2022,Arrival,408,55,10
3/28/2022,Departure,1322,95,19
3/29/2022,Arrival,412,41,4
3/29/2022,Departure,2132,61,22
3/30/2022,Arrival,553,24,9
3/30/2022,Departure,2204,81,27
3/31/2022,Arrival,799,41,10
3/31/2022,Departure,1729,85,87
4/1/2022,Arrival,2210,61,42
4/1/2022,Departure,3122,168,32
4/2/2022,Arrival,1530,43,21
4/2/2022,Departure,2626,93,38
4/3/2022,Arrival,1358,58,14
4/3/2022,Departure,2725,94,28
4/4/2022,Arrival,1136,68,20
4/4/2022,Departure,2449,109,26
4/5/2022,Arrival,1477,68,19
4/5/2022,Departure,1725,95,16
4/6/2022,Arrival,1465,79,21
4/6/2022,Departure,2127,119,29
4/7/2022,Arrival,1316,102,22
4/7/2022,Departure,2049,122,40
4/8/2022,Arrival,1619,89,25
4/8/2022,Departure,2883,116,46
4/9/2022,Arrival,1910,61,25
4/9/2022,Departure,2324,87,40
4/10/2022,Arrival,2266,72,23
4/10/2022,Departure,2068,73,30
4/11/2022,Arrival,1830,67,28
4/11/2022,Departure,1866,84,20
4/12/2022,Arrival,1659,58,21
4/12/2022,Departure,1996,108,26
4/13/2022,Arrival,2546,54,31
4/13/2022,Departure,1935,140,25
4/14/2022,Arrival,1579,52,25
4/14/2022,Departure,2149,97,29
4/15/2022,Arrival,1901,76,17
4/15/2022,Departure,2592,129,26
4/16/2022,Arrival,2128,70,11
4/16/2022,Departure,1787,112,23
4/17/2022,Arrival,2153,67,30
4/17/2022,Departure,1852,111,34
4/18/2022,Arrival,2194,93,18
4/18/2022,Departure,2152,118,19
4/19/2022,Arrival,2371,81,11
4/19/2022,Departure,1462,109,26
4/20/2022,Arrival,2789,82,29
4/20/2022,Departure,2153,124,44
4/21/2022,Arrival,2566,83,25
4/21/2022,Departure,1866,126,26
4/22/2022,Arrival,2649,100,26
4/22/2022,Departure,2153,105,28
4/23/2022,Arrival,3229,131,42
4/23/2022,Departure,1783,146,21
4/24/2022,Arrival,3237,135,23
4/24/2022,Departure,2236,93,54
4/25/2022,Arrival,1823,145,19
4/25/2022,Departure,1864,99,32
4/26/2022,Arrival,2024,105,16
4/26/2022,Departure,1866,75,38
4/27/2022,Arrival,2542,115,29
4/27/2022,Departure,2886,123,51
4/28/2022,Arrival,3158,122,23
4/28/2022,Departure,2196,123,33
4/29/2022,Arrival,3276,123,41
4/29/2022,Departure,2539,128,48
4/30/2022,Arrival,4560,178,46
4/30/2022,Departure,2925,108,45
5/1/2022,Arrival,4554,331,66
5/1/2022,Departure,3000,98,47
5/2/2022,Arrival,4095,312,54
5/2/2022,Departure,1952,118,18
5/3/2022,Arrival,2299,132,84
5/3/2022,Departure,1882,129,24
5/4/2022,Arrival,2368,106,98
5/4/2022,Departure,2146,129,22
5/5/2022,Arrival,2494,137,68
5/5/2022,Departure,2841,181,40
5/6/2022,Arrival,2741,143,129
5/6/2022,Departure,2733,162,23
5/7/2022,Arrival,3712,186,120
5/7/2022,Departure,2927,171,36
5/8/2022,Arrival,5228,316,106
5/8/2022,Departure,2910,173,46
5/9/2022,Arrival,3792,265,86
5/9/2022,Departure,2112,165,29
5/10/2022,Arrival,2976,207,73
5/10/2022,Departure,2534,159,47
5/11/2022,Arrival,2491,203,148
5/11/2022,Departure,2002,210,50
5/12/2022,Arrival,2382,241,144
5/12/2022,Departure,2595,248,76
5/13/2022,Arrival,2597,211,173
5/13/2022,Departure,2557,211,57
5/14/2022,Arrival,3131,291,135
5/14/2022,Departure,2721,130,68
5/15/2022,Arrival,5051,423,163
5/15/2022,Departure,3136,204,57
5/16/2022,Arrival,2936,309,141
5/16/2022,Departure,3057,164,54
5/17/2022,Arrival,2660,376,94
5/17/2022,Departure,1946,148,44
5/18/2022,Arrival,2658,499,118
5/18/2022,Departure,2482,143,74
5/19/2022,Arrival,2984,731,162
5/19/2022,Departure,2507,180,64
5/20/2022,Arrival,2828,609,147
5/20/2022,Departure,2924,256,62
5/21/2022,Arrival,2912,534,128
5/21/2022,Departure,2777,180,59
5/22/2022,Arrival,3944,646,149
5/22/2022,Departure,3207,288,83
5/23/2022,Arrival,2786,600,169
5/23/2022,Departure,2385,274,55
5/24/2022,Arrival,2266,464,78
5/24/2022,Departure,2315,307,56
5/25/2022,Arrival,2705,1074,143
5/25/2022,Departure,2245,448,73
5/26/2022,Arrival,2805,574,182
5/26/2022,Departure,2728,620,97
5/27/2022,Arrival,2824,863,155
5/27/2022,Departure,2708,564,93
5/28/2022,Arrival,2869,595,141
5/28/2022,Departure,2988,343,97
5/29/2022,Arrival,4325,1282,268
5/29/2022,Departure,3129,644,91
5/30/2022,Arrival,2223,650,79
5/30/2022,Departure,2562,630,115
5/31/2022,Arrival,2486,600,92
5/31/2022,Departure,2820,475,110
6/1/2022,Arrival,3356,1150,186
6/1/2022,Departure,3042,833,112
6/2/2022,Arrival,2919,926,169
6/2/2022,Departure,3322,627,100
6/3/2022,Arrival,2709,1077,180
6/3/2022,Departure,3132,618,113
6/4/2022,Arrival,3155,736,172
6/4/2022,Departure,2872,488,108
6/5/2022,Arrival,4420,1445,225
6/5/2022,Departure,3884,895,141
6/6/2022,Arrival,2702,1050,150
6/6/2022,Departure,2307,764,91
6/7/2022,Arrival,2398,755,110
6/7/2022,Departure,2992,777,105
6/8/2022,Arrival,3584,1204,165
6/8/2022,Departure,3539,904,123
6/9/2022,Arrival,2390,836,177
6/9/2022,Departure,3206,923,125
6/10/2022,Arrival,3493,1371,207
6/10/2022,Departure,3409,1014,114
6/11/2022,Arrival,4088,1195,197
6/11/2022,Departure,3593,622,113
6/12/2022,Arrival,4266,1225,214
6/12/2022,Departure,3320,971,130
6/13/2022,Arrival,2173,939,128
6/13/2022,Departure,2952,1034,149
6/14/2022,Arrival,2606,920,146
6/14/2022,Departure,2992,815,122
6/15/2022,Arrival,2912,1541,189
6/15/2022,Departure,3525,1121,162
6/16/2022,Arrival,2879,1181,190
6/16/2022,Departure,3385,877,160
6/17/2022,Arrival,3381,1684,191
6/17/2022,Departure,3717,1001,139
6/18/2022,Arrival,3746,1233,198
6/18/2022,Departure,4949,549,157
6/19/2022,Arrival,3888,1538,183
6/19/2022,Departure,4388,1084,159
6/20/2022,Arrival,2642,1233,183
6/20/2022,Departure,3033,943,144
6/21/2022,Arrival,3086,1075,231
6/21/2022,Departure,3894,1005,140
6/22/2022,Arrival,2788,1208,151
6/22/2022,Departure,3171,951,113
6/23/2022,Arrival,3564,1132,215
6/23/2022,Departure,4186,1103,171
6/24/2022,Arrival,3351,1320,200
6/24/2022,Departure,4768,813,139
6/25/2022,Arrival,3723,1278,177
6/25/2022,Departure,5342,678,152
6/26/2022,Arrival,4291,1366,184
6/26/2022,Departure,4767,1065,156
6/27/2022,Arrival,2670,1155,164
6/27/2022,Departure,3366,1290,125
6/28/2022,Arrival,3217,915,130
6/28/2022,Departure,5291,1239,155
6/29/2022,Arrival,2792,1265,158
6/29/2022,Departure,4405,1289,174
6/30/2022,Arrival,3361,1119,202
6/30/2022,Departure,5112,1258,153
7/1/2022,Arrival,3847,1308,213
7/1/2022,Departure,5824,1610,152
7/2/2022,Arrival,3643,1020,221
7/2/2022,Departure,4908,1372,237
7/3/2022,Arrival,5106,1071,252
7/3/2022,Departure,5753,1363,222
7/4/2022,Arrival,3183,1279,207
7/4/2022,Departure,3348,1246,144
7/5/2022,Arrival,3382,806,163
7/5/2022,Departure,4340,1208,205
7/6/2022,Arrival,3218,1318,225
7/6/2022,Departure,3636,1114,179
7/7/2022,Arrival,3060,775,162
7/7/2022,Departure,3723,1191,154
7/8/2022,Arrival,4183,1202,277
7/8/2022,Departure,5570,1406,191
7/9/2022,Arrival,3643,1287,327
7/9/2022,Departure,4873,1414,251
7/10/2022,Arrival,5812,1567,312
7/10/2022,Departure,5280,1354,191
7/11/2022,Arrival,3465,1339,246
7/11/2022,Departure,3363,1281,155
7/12/2022,Arrival,3918,1282,246
7/12/2022,Departure,4636,1388,207
7/13/2022,Arrival,3295,1450,235
7/13/2022,Departure,3596,1249,156
7/14/2022,Arrival,3209,1109,233
7/14/2022,Departure,4369,1187,165
7/15/2022,Arrival,4209,1650,317
7/15/2022,Departure,5456,1305,209
7/16/2022,Arrival,3588,1337,281
7/16/2022,Departure,5187,1125,286
7/17/2022,Arrival,5501,1338,272
7/17/2022,Departure,5601,1055,206
7/18/2022,Arrival,3608,1458,210
7/18/2022,Departure,3798,904,175
7/19/2022,Arrival,3547,1237,242
7/19/2022,Departure,4688,1116,167
7/20/2022,Arrival,3792,1456,256
7/20/2022,Departure,4260,1273,202
7/21/2022,Arrival,3426,1177,208
7/21/2022,Departure,4231,1286,174
7/22/2022,Arrival,4242,1310,260
7/22/2022,Departure,5574,1615,216
7/23/2022,Arrival,4033,1171,221
7/23/2022,Departure,5356,1298,255
7/24/2022,Arrival,6311,1358,303
7/24/2022,Departure,5412,1475,230
7/25/2022,Arrival,4435,1650,223
7/25/2022,Departure,3871,1408,182
7/26/2022,Arrival,3601,1311,220
7/26/2022,Departure,4407,1277,204
7/27/2022,Arrival,3493,1397,264
7/27/2022,Departure,4107,1441,170
7/28/2022,Arrival,3635,1321,215
7/28/2022,Departure,4619,1270,208
7/29/2022,Arrival,3978,1385,246
7/29/2022,Departure,5673,1530,236
7/30/2022,Arrival,4174,1239,306
7/30/2022,Departure,5696,1443,349
7/31/2022,Arrival,5823,1270,242
7/31/2022,Departure,6051,1501,251
8/1/2022,Arrival,5524,1389,340
8/1/2022,Departure,4476,1251,180
8/2/2022,Arrival,4734,928,221
8/2/2022,Departure,5291,1391,192
8/3/2022,Arrival,4764,1415,267
8/3/2022,Departure,4810,1212,234
8/4/2022,Arrival,3957,982,212
8/4/2022,Departure,4914,1400,237
8/5/2022,Arrival,5081,1390,291
8/5/2022,Departure,5923,1506,241
8/6/2022,Arrival,4844,1270,278
8/6/2022,Departure,5790,1449,299
8/7/2022,Arrival,6812,1038,263
8/7/2022,Departure,6132,1411,235
8/8/2022,Arrival,5329,1376,289
8/8/2022,Departure,4437,1414,202
8/9/2022,Arrival,5434,1321,285
8/9/2022,Departure,5435,1339,262
8/10/2022,Arrival,4587,1519,303
8/10/2022,Departure,5064,1304,270
8/11/2022,Arrival,4615,1362,298
8/11/2022,Departure,5210,1480,277
8/12/2022,Arrival,6030,1733,345
8/12/2022,Departure,6277,1504,301
8/13/2022,Arrival,5562,1434,354
8/13/2022,Departure,5830,1320,365
8/14/2022,Arrival,8437,1574,387
8/14/2022,Departure,6515,1484,276
8/15/2022,Arrival,7090,1488,343
8/15/2022,Departure,4614,1131,203
8/16/2022,Arrival,7234,1351,382
8/16/2022,Departure,5400,1069,238
8/17/2022,Arrival,5769,1678,372
8/17/2022,Departure,4956,1371,291
8/18/2022,Arrival,7104,1422,390
8/18/2022,Departure,5627,1577,270
8/19/2022,Arrival,6916,1635,402
8/19/2022,Departure,5797,1873,297
8/20/2022,Arrival,7784,1461,420
8/20/2022,Departure,6078,1480,464
8/21/2022,Arrival,10463,1670,406
8/21/2022,Departure,5974,1644,317
8/22/2022,Arrival,7638,1490,378
8/22/2022,Departure,4306,1453,246
8/23/2022,Arrival,8287,1551,382
8/23/2022,Departure,5297,1440,345
8/24/2022,Arrival,7890,1746,353
8/24/2022,Departure,5038,1928,297
8/25/2022,Arrival,5268,1115,311
8/25/2022,Departure,4156,1595,291
8/26/2022,Arrival,9143,2836,588
8/26/2022,Departure,6062,2497,460
8/27/2022,Arrival,8396,1933,379
8/27/2022,Departure,5541,1728,440
8/28/2022,Arrival,11004,1985,519
8/28/2022,Departure,6128,2054,376
8/29/2022,Arrival,7129,1703,344
8/29/2022,Departure,4330,1382,348
8/30/2022,Arrival,7811,2347,469
8/30/2022,Departure,5595,2059,415
8/31/2022,Arrival,7239,1817,350
8/31/2022,Departure,4706,1748,355
9/1/2022,Arrival,7995,1864,498
9/1/2022,Departure,5319,1872,358
9/2/2022,Arrival,6806,1930,574
9/2/2022,Departure,6256,2174,525
9/3/2022,Arrival,6396,1740,458
9/3/2022,Departure,6418,1820,461
9/4/2022,Arrival,7868,1968,474
9/4/2022,Departure,6914,2189,440
9/5/2022,Arrival,4433,1441,386
9/5/2022,Departure,4455,1585,325
9/6/2022,Arrival,5458,2182,492
9/6/2022,Departure,5514,2032,389
9/7/2022,Arrival,4402,1599,432
9/7/2022,Departure,4493,1607,410
9/8/2022,Arrival,4770,1657,516
9/8/2022,Departure,4259,1837,300
9/9/2022,Arrival,5333,2036,533
9/9/2022,Departure,5883,2146,481
9/10/2022,Arrival,3372,1411,410
9/10/2022,Departure,5007,1648,393
9/11/2022,Arrival,6158,1790,496
9/11/2022,Departure,5945,2247,476
9/12/2022,Arrival,5173,1759,424
9/12/2022,Departure,4376,1430,272
9/13/2022,Arrival,5288,1548,456
9/13/2022,Departure,5261,1944,344
9/14/2022,Arrival,4284,1807,393
9/14/2022,Departure,4099,1470,372
9/15/2022,Arrival,5463,1571,550
9/15/2022,Departure,4698,1909,334
9/16/2022,Arrival,4893,1908,570
9/16/2022,Departure,5713,2116,527
9/17/2022,Arrival,4489,1493,462
9/17/2022,Departure,5572,1451,492
9/18/2022,Arrival,6798,1669,502
9/18/2022,Departure,6023,2050,474
9/19/2022,Arrival,3858,1693,385
9/19/2022,Departure,4229,1411,304
9/20/2022,Arrival,5137,1717,481
9/20/2022,Departure,5286,1944,453
9/21/2022,Arrival,4311,2005,399
9/21/2022,Departure,4512,1526,375
9/22/2022,Arrival,4736,1484,492
9/22/2022,Departure,4396,1693,357
9/23/2022,Arrival,4819,1474,497
9/23/2022,Departure,5933,2048,500
9/24/2022,Arrival,3960,1507,376
9/24/2022,Departure,5313,1462,398
9/25/2022,Arrival,5456,1585,398
9/25/2022,Departure,6344,1969,561
9/26/2022,Arrival,4516,1624,342
9/26/2022,Departure,4751,1249,385
9/27/2022,Arrival,5519,1524,515
9/27/2022,Departure,5854,1832,457
9/28/2022,Arrival,5274,1682,558
9/28/2022,Departure,5592,1468,480
9/29/2022,Arrival,5760,1497,615
9/29/2022,Departure,5826,1645,494
9/30/2022,Arrival,6357,1826,724
9/30/2022,Departure,8604,1923,587
10/1/2022,Arrival,4891,1382,683
10/1/2022,Departure,8549,1421,629
10/2/2022,Arrival,6839,1260,794
10/2/2022,Departure,7124,1848,657
10/3/2022,Arrival,5709,1836,768
10/3/2022,Departure,5626,1092,471
10/4/2022,Arrival,7367,1269,720
10/4/2022,Departure,6629,1796,556
10/5/2022,Arrival,5613,1500,654
10/5/2022,Departure,5602,1368,596
10/6/2022,Arrival,5931,1379,821
10/6/2022,Departure,6046,1461,571
10/7/2022,Arrival,5854,1559,897
10/7/2022,Departure,7047,1751,661
10/8/2022,Arrival,6415,1542,878
10/8/2022,Departure,6937,1401,687
10/9/2022,Arrival,9043,1436,1044
10/9/2022,Departure,6875,1594,715
10/10/2022,Arrival,6719,1916,968
10/10/2022,Departure,4988,1001,539
10/11/2022,Arrival,6683,1507,974
10/11/2022,Departure,7534,1640,781
10/12/2022,Arrival,5229,1541,905
10/12/2022,Departure,6569,1197,655
10/13/2022,Arrival,6003,1256,969
10/13/2022,Departure,7839,1324,840
10/14/2022,Arrival,6432,1672,1009
10/14/2022,Departure,9449,1905,995
10/15/2022,Arrival,6753,1456,932
10/15/2022,Departure,9373,1444,957
10/16/2022,Arrival,10289,1359,1159
10/16/2022,Departure,9855,1647,1196
10/17/2022,Arrival,7269,1612,1097
10/17/2022,Departure,7658,1020,748
10/18/2022,Arrival,7763,1289,1145
10/18/2022,Departure,7766,1673,880
10/19/2022,Arrival,6884,1509,959
10/19/2022,Departure,7545,1261,919
10/20/2022,Arrival,8463,1427,1172
10/20/2022,Departure,8126,1311,870
10/21/2022,Arrival,8925,1673,1244
10/21/2022,Departure,10012,1815,1138
10/22/2022,Arrival,9186,1423,1019
10/22/2022,Departure,9049,1287,1079
10/23/2022,Arrival,11105,1398,1237
10/23/2022,Departure,9142,1589,1209
10/24/2022,Arrival,9126,1771,1040
10/24/2022,Departure,7401,1129,801
10/25/2022,Arrival,8746,1518,1135
10/25/2022,Departure,8256,1599,1056
10/26/2022,Arrival,7819,1762,956
10/26/2022,Departure,8446,1444,1103
10/27/2022,Arrival,8671,1500,1225
10/27/2022,Departure,8693,1311,954
10/28/2022,Arrival,9647,1852,1377
10/28/2022,Departure,10821,2040,1275
10/29/2022,Arrival,9206,1505,1250
10/29/2022,Departure,9442,1490,1084
10/30/2022,Arrival,12106,1634,1673
10/30/2022,Departure,10137,1597,1225
10/31/2022,Arrival,8962,1484,1356
10/31/2022,Departure,8463,1233,979
11/1/2022,Arrival,9482,1600,1617
11/1/2022,Departure,10776,1794,1230
11/2/2022,Arrival,8422,1550,1402
11/2/2022,Departure,9193,1085,1078
11/3/2022,Arrival,9197,1780,1519
11/3/2022,Departure,10671,1533,1262
11/4/2022,Arrival,9254,1665,1513
11/4/2022,Departure,11300,1823,1328
11/5/2022,Arrival,10193,1825,1499
11/5/2022,Departure,11562,1553,1447
11/6/2022,Arrival,13727,2080,1677
11/6/2022,Departure,11914,1921,1566
11/7/2022,Arrival,11008,1913,1632
11/7/2022,Departure,9125,1189,1529
11/8/2022,Arrival,11623,1899,1689
11/8/2022,Departure,10484,2039,1460
11/9/2022,Arrival,9779,1650,1586
11/9/2022,Departure,10369,1556,1330
11/10/2022,Arrival,9728,1861,1551
11/10/2022,Departure,10869,1576,1422
11/11/2022,Arrival,10772,2140,1822
11/11/2022,Departure,11508,2441,1559
11/12/2022,Arrival,11103,1886,1635
11/12/2022,Departure,11870,1618,1696
11/13/2022,Arrival,14538,2314,2025
11/13/2022,Departure,12348,1963,1636
11/14/2022,Arrival,11360,2081,1980
11/14/2022,Departure,9506,1192,1227
11/15/2022,Arrival,11819,2062,1908
11/15/2022,Departure,11059,2344,1701
11/16/2022,Arrival,11183,1946,1876
11/16/2022,Departure,10728,1590,1517
11/17/2022,Arrival,9954,1843,1795
11/17/2022,Departure,10685,1609,1668
11/18/2022,Arrival,10911,1788,1605
11/18/2022,Departure,12641,2441,1890
11/19/2022,Arrival,12222,1985,1898
11/19/2022,Departure,12371,1942,1803
11/20/2022,Arrival,15176,1902,1913
11/20/2022,Departure,13187,2230,1945
11/21/2022,Arrival,12606,2160,2024
11/21/2022,Departure,9859,1163,1482
11/22/2022,Arrival,12121,2032,1931
11/22/2022,Departure,11195,2281,1759
11/23/2022,Arrival,11939,2152,2177
11/23/2022,Departure,11231,1551,1524
11/24/2022,Arrival,10369,1899,1966
11/24/2022,Departure,11909,1837,1719
11/25/2022,Arrival,11112,1804,1830
11/25/2022,Departure,13117,2439,1880
11/26/2022,Arrival,12945,1871,1986
11/26/2022,Departure,12829,1701,2182
11/27/2022,Arrival,15626,1928,2147
11/27/2022,Departure,13529,2150,2359
11/28/2022,Arrival,13235,2013,1949
11/28/2022,Departure,10391,1289,1879
11/29/2022,Arrival,13205,1967,1893
11/29/2022,Departure,11949,2086,2094
11/30/2022,Arrival,14437,2053,2180
11/30/2022,Departure,12703,1655,1942
12/1/2022,Arrival,11690,1775,2194
12/1/2022,Departure,15814,1921,2086
12/2/2022,Arrival,10962,1875,1949
12/2/2022,Departure,15127,2388,2001
12/3/2022,Arrival,14056,2026,2395
12/3/2022,Departure,15677,1711,2138
12/4/2022,Arrival,16889,2151,2444
12/4/2022,Departure,15898,2098,2282
12/5/2022,Arrival,13703,2507,2500
12/5/2022,Departure,13288,1429,2045
12/6/2022,Arrival,14383,2165,2391
12/6/2022,Departure,14503,2214,2145
12/7/2022,Arrival,12659,2076,2371
12/7/2022,Departure,14888,1919,1996
12/8/2022,Arrival,14035,2287,2596
12/8/2022,Departure,17603,2258,2304
12/9/2022,Arrival,13399,1839,2056
12/9/2022,Departure,19092,2580,2524
12/10/2022,Arrival,16234,2026,2419
12/10/2022,Departure,18900,1838,2485
12/11/2022,Arrival,18518,2110,2386
12/11/2022,Departure,18367,2344,2548
12/12/2022,Arrival,15307,2397,2357
12/12/2022,Departure,15027,1714,2433
12/13/2022,Arrival,15514,1960,2379
12/13/2022,Departure,18076,2256,2366
12/14/2022,Arrival,14005,1931,2304
12/14/2022,Departure,19427,2193,2026
12/15/2022,Arrival,15380,2146,2874
12/15/2022,Departure,22830,2498,2267
12/16/2022,Arrival,15276,1816,2726
12/16/2022,Departure,27785,2802,2207
12/17/2022,Arrival,17539,1734,3028
12/17/2022,Departure,27835,2002,2007
12/18/2022,Arrival,19270,1848,2951
12/18/2022,Departure,25883,2272,2329
12/19/2022,Arrival,15470,2008,2984
12/19/2022,Departure,21807,1869,2337
12/20/2022,Arrival,16433,2232,3533
12/20/2022,Departure,24442,2331,2313
12/21/2022,Arrival,14510,2069,3583
12/21/2022,Departure,24946,1910,2182
12/22/2022,Arrival,14976,2532,3905
12/22/2022,Departure,27607,2109,2081
12/23/2022,Arrival,14081,2268,4008
12/23/2022,Departure,27770,2429,1892
12/24/2022,Arrival,14273,2268,4291
12/24/2022,Departure,24976,2136,1901
12/25/2022,Arrival,14999,2792,3492
12/25/2022,Departure,22735,2599,2187
12/26/2022,Arrival,16611,2545,3392
12/26/2022,Departure,19115,2588,2832
12/27/2022,Arrival,22593,1937,3206
12/27/2022,Departure,19617,2704,3499
12/28/2022,Arrival,22003,2063,3772
12/28/2022,Departure,16841,2198,3645
12/29/2022,Arrival,21904,2471,4187
12/29/2022,Departure,17226,2276,3759
12/30/2022,Arrival,22758,2300,4185
12/30/2022,Departure,16565,2249,4357
12/31/2022,Arrival,24449,2152,3472
12/31/2022,Departure,16030,1939,3576
1/1/2023,Arrival,28657,2193,3073
1/1/2023,Departure,16849,2113,5209
1/2/2023,Arrival,33611,2169,2389
1/2/2023,Departure,14977,1779,7538
1/3/2023,Arrival,26785,2279,3280
1/3/2023,Departure,15801,1976,5123
1/4/2023,Arrival,25613,2535,3677
1/4/2023,Departure,15922,1781,4301
1/5/2023,Arrival,22534,3000,4097
1/5/2023,Departure,16339,1793,4046
1/6/2023,Arrival,24233,3412,4477
1/6/2023,Departure,17884,1997,3926
1/7/2023,Arrival,25847,4929,5091
1/7/2023,Departure,19118,2068,4314
1/8/2023,Arrival,35163,5046,5889
1/8/2023,Departure,46884,8328,7197
1/9/2023,Arrival,30197,4950,5833
1/9/2023,Departure,33608,5544,5000
1/10/2023,Arrival,32029,5370,6063
